Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '1793', 'test cost=', '0.640829027')
('Epoch:', '1794', 'training cost=', '0.642151671')
('Epoch:', '1794', 'test cost=', '0.640791774')
('Epoch:', '1795', 'training cost=', '0.641108935')
('Epoch:', '1795', 'test cost=', '0.640794337')
('Epoch:', '1796', 'training cost=', '0.642443692')
('Epoch:', '1796', 'test cost=', '0.640828609')
('Epoch:', '1797', 'training cost=', '0.643374951')
('Epoch:', '1797', 'test cost=', '0.640816689')
('Epoch:', '1798', 'training cost=', '0.643585150')
('Epoch:', '1798', 'test cost=', '0.640815675')
('Epoch:', '1799', 'training cost=', '0.642099451')
('Epoch:', '1799', 'test cost=', '0.640843451')
('Epoch:', '1800', 'training cost=', '0.641401060')
('Epoch:', '1800', 'test cost=', '0.640791595')
('Epoch:', '1801', 'training cost=', '0.641429818')
('Epoch:', '1801', 'test cost=', '0.640805781')
('Epoch:', '1802', 'training cost=', '0.642146883')
('Epoch:', '1802', 'test cost=', '0.640814722')
('Epoch:', '1803', 'training cost=', '0.642702314')
('Epoch:', '1803', 'test cost=', '0.640803516')
('Epoch:', '1804', 'training cost=', '0.642611070')
('Epoch:', '1804', 'test cost=', '0.640823007')
('Epoch:', '1805', 'training cost=', '0.640892065')
('Epoch:', '1805', 'test cost=', '0.640794337')
('Epoch:', '1806', 'training cost=', '0.642858911')
('Epoch:', '1806', 'test cost=', '0.640789270')
('Epoch:', '1807', 'training cost=', '0.641620242')
('Epoch:', '1807', 'test cost=', '0.640794098')
('Epoch:', '1808', 'training cost=', '0.641934925')
('Epoch:', '1808', 'test cost=', '0.640802562')
('Epoch:', '1809', 'training cost=', '0.642729418')
('Epoch:', '1809', 'test cost=', '0.640839338')
('Epoch:', '1810', 'training cost=', '0.643064176')
('Epoch:', '1810', 'test cost=', '0.640817165')
('Epoch:', '1811', 'training cost=', '0.643697915')
('Epoch:', '1811', 'test cost=', '0.640802443')
('Epoch:', '1812', 'training cost=', '0.641287907')
('Epoch:', '1812', 'test cost=', '0.640830636')
('Epoch:', '1813', 'training cost=', '0.641856972')
('Epoch:', '1813', 'test cost=', '0.640783608')
('Epoch:', '1814', 'training cost=', '0.642474911')
('Epoch:', '1814', 'test cost=', '0.640816569')
('Epoch:', '1815', 'training cost=', '0.643211144')
('Epoch:', '1815', 'test cost=', '0.640834451')
('Epoch:', '1816', 'training cost=', '0.641308705')
('Epoch:', '1816', 'test cost=', '0.640802562')
('Epoch:', '1817', 'training cost=', '0.641869920')
('Epoch:', '1817', 'test cost=', '0.640806556')
('Epoch:', '1818', 'training cost=', '0.642428219')
('Epoch:', '1818', 'test cost=', '0.640800655')
('Epoch:', '1819', 'training cost=', '0.642728400')
('Epoch:', '1819', 'test cost=', '0.640823007')
('Epoch:', '1820', 'training cost=', '0.640556975')
('Epoch:', '1820', 'test cost=', '0.640807867')
('Epoch:', '1821', 'training cost=', '0.642152677')
('Epoch:', '1821', 'test cost=', '0.640835643')
('Epoch:', '1822', 'training cost=', '0.642140036')
('Epoch:', '1822', 'test cost=', '0.640841782')
('Epoch:', '1823', 'training cost=', '0.642126371')
('Epoch:', '1823', 'test cost=', '0.640821338')
('Epoch:', '1824', 'training cost=', '0.641021792')
('Epoch:', '1824', 'test cost=', '0.640806079')
('Epoch:', '1825', 'training cost=', '0.641499242')
('Epoch:', '1825', 'test cost=', '0.640800595')
('Epoch:', '1826', 'training cost=', '0.642312550')
('Epoch:', '1826', 'test cost=', '0.640790999')
('Epoch:', '1827', 'training cost=', '0.641929581')
('Epoch:', '1827', 'test cost=', '0.640797019')
('Epoch:', '1828', 'training cost=', '0.642678791')
('Epoch:', '1828', 'test cost=', '0.640822649')
('Epoch:', '1829', 'training cost=', '0.642395389')
('Epoch:', '1829', 'test cost=', '0.640820265')
('Epoch:', '1830', 'training cost=', '0.643367049')
('Epoch:', '1830', 'test cost=', '0.640851438')
('Epoch:', '1831', 'training cost=', '0.641207198')
('Epoch:', '1831', 'test cost=', '0.640804589')
('Epoch:', '1832', 'training cost=', '0.641686000')
('Epoch:', '1832', 'test cost=', '0.640818655')
('Epoch:', '1833', 'training cost=', '0.643404848')
('Epoch:', '1833', 'test cost=', '0.640833914')
('Epoch:', '1834', 'training cost=', '0.642794044')
('Epoch:', '1834', 'test cost=', '0.640803397')
('Epoch:', '1835', 'training cost=', '0.642410004')
('Epoch:', '1835', 'test cost=', '0.640797436')
('Epoch:', '1836', 'training cost=', '0.640185497')
('Epoch:', '1836', 'test cost=', '0.640790403')
('Epoch:', '1837', 'training cost=', '0.640878172')
('Epoch:', '1837', 'test cost=', '0.640816987')
('Epoch:', '1838', 'training cost=', '0.641463316')
('Epoch:', '1838', 'test cost=', '0.640838861')
('Epoch:', '1839', 'training cost=', '0.641936802')
('Epoch:', '1839', 'test cost=', '0.640809298')
('Epoch:', '1840', 'training cost=', '0.640947630')
('Epoch:', '1840', 'test cost=', '0.640772939')
('Epoch:', '1841', 'training cost=', '0.642720701')
('Epoch:', '1841', 'test cost=', '0.640833735')
('Epoch:', '1842', 'training cost=', '0.642426903')
('Epoch:', '1842', 'test cost=', '0.640793443')
('Epoch:', '1843', 'training cost=', '0.641843405')
('Epoch:', '1843', 'test cost=', '0.640795529')
('Epoch:', '1844', 'training cost=', '0.642297639')
('Epoch:', '1844', 'test cost=', '0.640836895')
('Epoch:', '1845', 'training cost=', '0.643370118')
('Epoch:', '1845', 'test cost=', '0.640833378')
('Epoch:', '1846', 'training cost=', '0.642022354')
('Epoch:', '1846', 'test cost=', '0.640802443')
('Epoch:', '1847', 'training cost=', '0.641534936')
('Epoch:', '1847', 'test cost=', '0.640794933')
('Epoch:', '1848', 'training cost=', '0.640803669')
('Epoch:', '1848', 'test cost=', '0.640780985')
('Epoch:', '1849', 'training cost=', '0.643694857')
('Epoch:', '1849', 'test cost=', '0.640831172')
('Epoch:', '1850', 'training cost=', '0.642264254')
('Epoch:', '1850', 'test cost=', '0.640797436')
('Epoch:', '1851', 'training cost=', '0.642739850')
('Epoch:', '1851', 'test cost=', '0.640826941')
('Epoch:', '1852', 'training cost=', '0.642558724')
('Epoch:', '1852', 'test cost=', '0.640851557')
('Epoch:', '1853', 'training cost=', '0.642630215')
('Epoch:', '1853', 'test cost=', '0.640824318')
('Epoch:', '1854', 'training cost=', '0.642884976')
('Epoch:', '1854', 'test cost=', '0.640814424')
('Epoch:', '1855', 'training cost=', '0.641674820')
('Epoch:', '1855', 'test cost=', '0.640799165')
('Epoch:', '1856', 'training cost=', '0.643258817')
('Epoch:', '1856', 'test cost=', '0.640820682')
('Epoch:', '1857', 'training cost=', '0.642237817')
('Epoch:', '1857', 'test cost=', '0.640824199')
('Epoch:', '1858', 'training cost=', '0.642493389')
('Epoch:', '1858', 'test cost=', '0.640807986')
('Epoch:', '1859', 'training cost=', '0.642356151')
('Epoch:', '1859', 'test cost=', '0.640808403')
('Epoch:', '1860', 'training cost=', '0.641539808')
('Epoch:', '1860', 'test cost=', '0.640797913')
('Epoch:', '1861', 'training cost=', '0.642409768')
('Epoch:', '1861', 'test cost=', '0.640811324')
('Epoch:', '1862', 'training cost=', '0.642598116')
('Epoch:', '1862', 'test cost=', '0.640804470')
('Epoch:', '1863', 'training cost=', '0.642192927')
('Epoch:', '1863', 'test cost=', '0.640812814')
('Epoch:', '1864', 'training cost=', '0.643705427')
('Epoch:', '1864', 'test cost=', '0.640849710')
('Epoch:', '1865', 'training cost=', '0.640868125')
('Epoch:', '1865', 'test cost=', '0.640837133')
('Epoch:', '1866', 'training cost=', '0.641548527')
('Epoch:', '1866', 'test cost=', '0.640824735')
('Epoch:', '1867', 'training cost=', '0.642003649')
('Epoch:', '1867', 'test cost=', '0.640823722')
('Epoch:', '1868', 'training cost=', '0.643509372')
('Epoch:', '1868', 'test cost=', '0.640817642')
('Epoch:', '1869', 'training cost=', '0.642782027')
('Epoch:', '1869', 'test cost=', '0.640830159')
('Epoch:', '1870', 'training cost=', '0.641858982')
('Epoch:', '1870', 'test cost=', '0.640809238')
('Epoch:', '1871', 'training cost=', '0.640989417')
('Epoch:', '1871', 'test cost=', '0.640811265')
('Epoch:', '1872', 'training cost=', '0.640520386')
('Epoch:', '1872', 'test cost=', '0.640821099')
('Epoch:', '1873', 'training cost=', '0.642928358')
('Epoch:', '1873', 'test cost=', '0.640824318')
('Epoch:', '1874', 'training cost=', '0.640886265')
('Epoch:', '1874', 'test cost=', '0.640774071')
('Epoch:', '1875', 'training cost=', '0.641566608')
('Epoch:', '1875', 'test cost=', '0.640811801')
('Epoch:', '1876', 'training cost=', '0.641817962')
('Epoch:', '1876', 'test cost=', '0.640797734')
('Epoch:', '1877', 'training cost=', '0.640560450')
('Epoch:', '1877', 'test cost=', '0.640809774')
('Epoch:', '1878', 'training cost=', '0.643114884')
('Epoch:', '1878', 'test cost=', '0.640835464')
('Epoch:', '1879', 'training cost=', '0.642034738')
('Epoch:', '1879', 'test cost=', '0.640833020')
('Epoch:', '1880', 'training cost=', '0.643219483')
('Epoch:', '1880', 'test cost=', '0.640827119')
('Epoch:', '1881', 'training cost=', '0.643858138')
('Epoch:', '1881', 'test cost=', '0.640829742')
('Epoch:', '1882', 'training cost=', '0.641881914')
('Epoch:', '1882', 'test cost=', '0.640838623')
('Epoch:', '1883', 'training cost=', '0.642310171')
('Epoch:', '1883', 'test cost=', '0.640804589')
('Epoch:', '1884', 'training cost=', '0.642246415')
('Epoch:', '1884', 'test cost=', '0.640814245')
('Epoch:', '1885', 'training cost=', '0.643394238')
('Epoch:', '1885', 'test cost=', '0.640830278')
('Epoch:', '1886', 'training cost=', '0.641283639')
('Epoch:', '1886', 'test cost=', '0.640829802')
('Epoch:', '1887', 'training cost=', '0.642013903')
('Epoch:', '1887', 'test cost=', '0.640835524')
('Epoch:', '1888', 'training cost=', '0.641989086')
('Epoch:', '1888', 'test cost=', '0.640818179')
('Epoch:', '1889', 'training cost=', '0.641147044')
('Epoch:', '1889', 'test cost=', '0.640782297')
('Epoch:', '1890', 'training cost=', '0.642729083')
('Epoch:', '1890', 'test cost=', '0.640816629')
('Epoch:', '1891', 'training cost=', '0.642293929')
('Epoch:', '1891', 'test cost=', '0.640836060')
('Epoch:', '1892', 'training cost=', '0.643567283')
('Epoch:', '1892', 'test cost=', '0.640840352')
('Epoch:', '1893', 'training cost=', '0.642225777')
('Epoch:', '1893', 'test cost=', '0.640811622')
('Epoch:', '1894', 'training cost=', '0.641667411')
('Epoch:', '1894', 'test cost=', '0.640830934')
('Epoch:', '1895', 'training cost=', '0.643035408')
('Epoch:', '1895', 'test cost=', '0.640852094')
('Epoch:', '1896', 'training cost=', '0.641214978')
('Epoch:', '1896', 'test cost=', '0.640829980')
('Epoch:', '1897', 'training cost=', '0.643135198')
('Epoch:', '1897', 'test cost=', '0.640817821')
('Epoch:', '1898', 'training cost=', '0.642853207')
('Epoch:', '1898', 'test cost=', '0.640829682')
('Epoch:', '1899', 'training cost=', '0.643542906')
('Epoch:', '1899', 'test cost=', '0.640819550')
('Epoch:', '1900', 'training cost=', '0.643592793')
('Epoch:', '1900', 'test cost=', '0.640839756')
('Epoch:', '1901', 'training cost=', '0.644223913')
('Epoch:', '1901', 'test cost=', '0.640846610')
('Epoch:', '1902', 'training cost=', '0.643823937')
('Epoch:', '1902', 'test cost=', '0.640872359')
('Epoch:', '1903', 'training cost=', '0.642650206')
('Epoch:', '1903', 'test cost=', '0.640833974')
('Epoch:', '1904', 'training cost=', '0.642768531')
('Epoch:', '1904', 'test cost=', '0.640863061')
('Epoch:', '1905', 'training cost=', '0.641926835')
('Epoch:', '1905', 'test cost=', '0.640787601')
('Epoch:', '1906', 'training cost=', '0.641477812')
('Epoch:', '1906', 'test cost=', '0.640786111')
('Epoch:', '1907', 'training cost=', '0.641348440')
('Epoch:', '1907', 'test cost=', '0.640815258')
('Epoch:', '1908', 'training cost=', '0.642680650')
('Epoch:', '1908', 'test cost=', '0.640814066')
('Epoch:', '1909', 'training cost=', '0.640613433')
('Epoch:', '1909', 'test cost=', '0.640776873')
('Epoch:', '1910', 'training cost=', '0.642484883')
('Epoch:', '1910', 'test cost=', '0.640837669')
('Epoch:', '1911', 'training cost=', '0.643396772')
('Epoch:', '1911', 'test cost=', '0.640831828')
('Epoch:', '1912', 'training cost=', '0.642801543')
('Epoch:', '1912', 'test cost=', '0.640840709')
('Epoch:', '1913', 'training cost=', '0.641761486')
('Epoch:', '1913', 'test cost=', '0.640817165')
('Epoch:', '1914', 'training cost=', '0.642638182')
('Epoch:', '1914', 'test cost=', '0.640811503')
('Epoch:', '1915', 'training cost=', '0.640680123')
('Epoch:', '1915', 'test cost=', '0.640823424')
('Epoch:', '1916', 'training cost=', '0.641251320')
('Epoch:', '1916', 'test cost=', '0.640802503')
('Epoch:', '1917', 'training cost=', '0.641381714')
('Epoch:', '1917', 'test cost=', '0.640811205')
('Epoch:', '1918', 'training cost=', '0.642765225')
('Epoch:', '1918', 'test cost=', '0.640789270')
('Epoch:', '1919', 'training cost=', '0.643681070')
('Epoch:', '1919', 'test cost=', '0.640833199')
('Epoch:', '1920', 'training cost=', '0.640826820')
('Epoch:', '1920', 'test cost=', '0.640787423')
('Epoch:', '1921', 'training cost=', '0.641720023')
('Epoch:', '1921', 'test cost=', '0.640816867')
('Epoch:', '1922', 'training cost=', '0.642451862')
('Epoch:', '1922', 'test cost=', '0.640833914')
('Epoch:', '1923', 'training cost=', '0.642217418')
('Epoch:', '1923', 'test cost=', '0.640814841')
('Epoch:', '1924', 'training cost=', '0.642766855')
('Epoch:', '1924', 'test cost=', '0.640781939')
('Epoch:', '1925', 'training cost=', '0.643014640')
('Epoch:', '1925', 'test cost=', '0.640830398')
('Epoch:', '1926', 'training cost=', '0.642335532')
('Epoch:', '1926', 'test cost=', '0.640809834')
('Epoch:', '1927', 'training cost=', '0.641575262')
('Epoch:', '1927', 'test cost=', '0.640798926')
('Epoch:', '1928', 'training cost=', '0.642505560')
('Epoch:', '1928', 'test cost=', '0.640798509')
('Epoch:', '1929', 'training cost=', '0.640089809')
('Epoch:', '1929', 'test cost=', '0.640804112')
('Epoch:', '1930', 'training cost=', '0.641493688')
('Epoch:', '1930', 'test cost=', '0.640816748')
('Epoch:', '1931', 'training cost=', '0.641506754')
('Epoch:', '1931', 'test cost=', '0.640805244')
('Epoch:', '1932', 'training cost=', '0.641091132')
('Epoch:', '1932', 'test cost=', '0.640788794')
('Epoch:', '1933', 'training cost=', '0.642088838')
('Epoch:', '1933', 'test cost=', '0.640830159')
('Epoch:', '1934', 'training cost=', '0.642356595')
('Epoch:', '1934', 'test cost=', '0.640806615')
('Epoch:', '1935', 'training cost=', '0.639974792')
('Epoch:', '1935', 'test cost=', '0.640796900')
('Epoch:', '1936', 'training cost=', '0.642254976')
('Epoch:', '1936', 'test cost=', '0.640832305')
('Epoch:', '1937', 'training cost=', '0.642513851')
('Epoch:', '1937', 'test cost=', '0.640795410')
('Epoch:', '1938', 'training cost=', '0.639885738')
('Epoch:', '1938', 'test cost=', '0.640806913')
('Epoch:', '1939', 'training cost=', '0.640463783')
('Epoch:', '1939', 'test cost=', '0.640791416')
('Epoch:', '1940', 'training cost=', '0.641193746')
('Epoch:', '1940', 'test cost=', '0.640806854')
('Epoch:', '1941', 'training cost=', '0.642394989')
('Epoch:', '1941', 'test cost=', '0.640780151')
('Epoch:', '1942', 'training cost=', '0.642132201')
('Epoch:', '1942', 'test cost=', '0.640805185')
('Epoch:', '1943', 'training cost=', '0.642852444')
('Epoch:', '1943', 'test cost=', '0.640821755')
('Epoch:', '1944', 'training cost=', '0.641841880')
('Epoch:', '1944', 'test cost=', '0.640800118')
('Epoch:', '1945', 'training cost=', '0.640491202')
('Epoch:', '1945', 'test cost=', '0.640831590')
('Epoch:', '1946', 'training cost=', '0.639763793')
('Epoch:', '1946', 'test cost=', '0.640792191')
('Epoch:', '1947', 'training cost=', '0.642203166')
('Epoch:', '1947', 'test cost=', '0.640812039')
('Epoch:', '1948', 'training cost=', '0.643237506')
('Epoch:', '1948', 'test cost=', '0.640829146')
('Epoch:', '1949', 'training cost=', '0.641882561')
('Epoch:', '1949', 'test cost=', '0.640820622')
('Epoch:', '1950', 'training cost=', '0.641014316')
('Epoch:', '1950', 'test cost=', '0.640811801')
('Epoch:', '1951', 'training cost=', '0.643679232')
('Epoch:', '1951', 'test cost=', '0.640845656')
('Epoch:', '1952', 'training cost=', '0.642298570')
('Epoch:', '1952', 'test cost=', '0.640824199')
('Epoch:', '1953', 'training cost=', '0.642474600')
('Epoch:', '1953', 'test cost=', '0.640829146')
('Epoch:', '1954', 'training cost=', '0.643255672')
('Epoch:', '1954', 'test cost=', '0.640799463')
('Epoch:', '1955', 'training cost=', '0.643221582')
('Epoch:', '1955', 'test cost=', '0.640851080')
('Epoch:', '1956', 'training cost=', '0.642884554')
('Epoch:', '1956', 'test cost=', '0.640830100')
('Epoch:', '1957', 'training cost=', '0.641714468')
('Epoch:', '1957', 'test cost=', '0.640806139')
('Epoch:', '1958', 'training cost=', '0.643081575')
('Epoch:', '1958', 'test cost=', '0.640781760')
('Epoch:', '1959', 'training cost=', '0.642813088')
('Epoch:', '1959', 'test cost=', '0.640846968')
('Epoch:', '1960', 'training cost=', '0.642661485')
('Epoch:', '1960', 'test cost=', '0.640821874')
('Epoch:', '1961', 'training cost=', '0.642323753')
('Epoch:', '1961', 'test cost=', '0.640821159')
('Epoch:', '1962', 'training cost=', '0.643230906')
('Epoch:', '1962', 'test cost=', '0.640808761')
('Epoch:', '1963', 'training cost=', '0.643266937')
('Epoch:', '1963', 'test cost=', '0.640824556')
('Epoch:', '1964', 'training cost=', '0.642418742')
('Epoch:', '1964', 'test cost=', '0.640800655')
('Epoch:', '1965'Got result 0.640812516212
Completed successfully in 12718.19 seconds. [{u'main': 0.6408125162124634}]
, 'training cost=', '0.642092820')
('Epoch:', '1965', 'test cost=', '0.640806615')
('Epoch:', '1966', 'training cost=', '0.641515575')
('Epoch:', '1966', 'test cost=', '0.640783489')
('Epoch:', '1967', 'training cost=', '0.642099872')
('Epoch:', '1967', 'test cost=', '0.640787721')
('Epoch:', '1968', 'training cost=', '0.640799250')
('Epoch:', '1968', 'test cost=', '0.640807450')
('Epoch:', '1969', 'training cost=', '0.642948748')
('Epoch:', '1969', 'test cost=', '0.640831709')
('Epoch:', '1970', 'training cost=', '0.642630370')
('Epoch:', '1970', 'test cost=', '0.640803635')
('Epoch:', '1971', 'training cost=', '0.641366809')
('Epoch:', '1971', 'test cost=', '0.640775681')
('Epoch:', '1972', 'training cost=', '0.639983401')
('Epoch:', '1972', 'test cost=', '0.640780151')
('Epoch:', '1973', 'training cost=', '0.642919440')
('Epoch:', '1973', 'test cost=', '0.640805781')
('Epoch:', '1974', 'training cost=', '0.643447623')
('Epoch:', '1974', 'test cost=', '0.640833318')
('Epoch:', '1975', 'training cost=', '0.640393784')
('Epoch:', '1975', 'test cost=', '0.640797734')
('Epoch:', '1976', 'training cost=', '0.641350285')
('Epoch:', '1976', 'test cost=', '0.640827537')
('Epoch:', '1977', 'training cost=', '0.640234937')
('Epoch:', '1977', 'test cost=', '0.640846193')
('Epoch:', '1978', 'training cost=', '0.640931301')
('Epoch:', '1978', 'test cost=', '0.640799105')
('Epoch:', '1979', 'training cost=', '0.642540055')
('Epoch:', '1979', 'test cost=', '0.640826941')
('Epoch:', '1980', 'training cost=', '0.643322561')
('Epoch:', '1980', 'test cost=', '0.640812814')
('Epoch:', '1981', 'training cost=', '0.642270469')
('Epoch:', '1981', 'test cost=', '0.640790105')
('Epoch:', '1982', 'training cost=', '0.643256632')
('Epoch:', '1982', 'test cost=', '0.640839636')
('Epoch:', '1983', 'training cost=', '0.640828862')
('Epoch:', '1983', 'test cost=', '0.640805781')
('Epoch:', '1984', 'training cost=', '0.642067919')
('Epoch:', '1984', 'test cost=', '0.640791535')
('Epoch:', '1985', 'training cost=', '0.643029881')
